Luxembourg,Western Europe,17,6.946,6.91101,6.98099,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961,2015
Ireland,Western Europe,18,6.94,6.90324,6.97676,1.33596,1.36948,0.89533,0.61777,0.28703,0.45901,1.9757,2015
Belgium,Western Europe,19,6.937,6.90105,6.97295,1.30782,1.28566,0.89667,0.5845,0.2254,0.2225,2.41484,2015
United Arab Emirates,Middle East and Northern Africa,20,6.901,6.86371,6.93829,1.42727,1.12575,0.80925,0.64157,0.38583,0.26428,2.24743,2015
United Kingdom,Western Europe,21,6.867,6.84834,6.88566,1.26637,1.28548,0.90943,0.59625,0.32067,0.51912,1.96994,2015
Oman,Middle East and Northern Africa,22,6.853,6.79965,6.90635,1.36011,1.08182,0.76276,0.63274,0.32524,0.21542,2.47489,2015
Venezuela,Latin America and Caribbean,23,6.81,6.74524,6.87476,1.04424,1.25596,0.72052,0.42908,0.11069,0.05841,3.19131,2015
Singapore,Southeastern Asia,24,6.798,6.7602,6.8358,1.52186,1.02,1.02525,0.54252,0.4921,0.31105,1.88501,2015
Panama,Latin America and Caribbean,25,6.786,6.7369,6.8351,1.06353,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848,2015
Germany,Western Europe,26,6.75,6.73152,6.76848,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569,2015
Chile,Latin America and Caribbean,27,6.67,6.612,6.728,1.10715,1.12447,0.85857,0.44132,0.12869,0.33363,2.67585,2015
Qatar,Middle East and Northern Africa,28,6.611,6.54843,6.67357,1.69042,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674,2015
France,Western Europe,29,6.575,6.53988,6.61012,1.27778,1.26038,0.94579,0.55011,0.20646,0.12332,2.21126,2015
Argentina,Latin America and Caribbean,30,6.574,6.52788,6.62012,1.05351,1.24823,0.78723,0.44974,0.08484,0.11451,2.836,2015
Czech Republic,Central and Eastern Europe,31,6.505,6.46332,6.54668,1.17898,1.20643,0.84483,0.46364,0.02652,0.10686,2.67782,2015
Uruguay,Latin America and Caribbean,32,6.485,6.43961,6.53039,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324,2.32142,2015
Colombia,Latin America and Caribbean,33,6.477,6.42649,6.52751,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401,2.85737,2015
Thailand,Southeastern Asia,34,6.455,6.41943,6.49057,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763,2.31945,2015
Saudi Arabia,Middle East and Northern Africa,35,6.411,6.36467,6.45733,1.39541,1.08393,0.72025,0.31048,0.32524,0.13706,2.43872,2015
Spain,Western Europe,36,6.329,6.29432,6.36368,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,2.12367,2015
Malta,Western Europe,37,6.302,6.25994,6.34406,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488,2015
Taiwan,Eastern Asia,38,6.298,6.25932,6.33668,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2.32323,2015
Kuwait,Middle East and Northern Africa,39,6.295,6.25044,6.33956,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,1.87634,2015
Suriname,Latin America and Caribbean,40,6.269,6.17089,6.36711,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,2.79094,2015
Trinidad and Tobago,Latin America and Caribbean,41,6.168,6.05905,6.27695,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.26882,2015
El Salvador,Latin America and Caribbean,42,6.13,6.07382,6.18618,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,3.035,2015
Guatemala,Latin America and Caribbean,43,6.123,6.07076,6.17524,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255,2015
Uzbekistan,Central and Eastern Europe,44,6.003,5.95939,6.04661,0.63244,1.34043,0.59772,0.65821,0.30826,0.22837,2.23741,2015
Slovakia,Central and Eastern Europe,45,5.995,5.95233,6.03767,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,2.24639,2015
Japan,Eastern Asia,46,5.987,5.95119,6.02281,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435,2015
South Korea,Eastern Asia,47,5.984,5.94302,6.02498,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2.21978,2015
Ecuador,Latin America and Caribbean,48,5.975,5.92972,6.02028,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942,2015
Bahrain,Middle East and Northern Africa,49,5.96,5.90588,6.01412,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,1.73797,2015
Italy,Western Europe,50,5.948,5.90886,5.98714,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518,2015
Bolivia,Latin America and Caribbean,51,5.89,5.83358,5.94642,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2.82334,2015
Moldova,Central and Eastern Europe,52,5.889,5.85101,5.92699,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712,2015
Paraguay,Latin America and Caribbean,53,5.878,5.83237,5.92363,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424,2.18896,2015
Kazakhstan,Central and Eastern Europe,54,5.855,5.81386,5.89614,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729,2015
Slovenia,Central and Eastern Europe,55,5.848,5.80549,5.89051,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,1.61583,2015
Lithuania,Central and Eastern Europe,56,5.833,5.79457,5.87143,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649,2015
Nicaragua,Latin America and Caribbean,57,5.828,5.77429,5.88171,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2.32407,2015
Peru,Latin America and Caribbean,58,5.824,5.77785,5.87015,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982,2.5945,2015
Belarus,Central and Eastern Europe,59,5.813,5.77362,5.85238,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2.1309,2015
Poland,Central and Eastern Europe,60,5.791,5.74837,5.83363,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,1.86565,2015
Malaysia,Southeastern Asia,61,5.77,5.7267,5.8133,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,1.88541,2015
Croatia,Central and Eastern Europe,62,5.759,5.71506,5.80294,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2.75414,2015
Libya,Middle East and Northern Africa,63,5.754,5.67568,5.83232,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2.09066,2015
Russia,Central and Eastern Europe,64,5.716,5.68465,5.74735,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,2.27394,2015
Jamaica,Latin America and Caribbean,65,5.709,5.57207,5.84593,0.81038,1.15102,0.68741,0.50442,0.02299,0.2123,2.32038,2015
North Cyprus,Western Europe,66,5.695,5.63865,5.75135,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,1.59888,2015
Cyprus,Western Europe,67,5.689,5.6332,5.7448,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,1.88931,2015
Algeria,Middle East and Northern Africa,68,5.605,5.55401,5.65599,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,2.43209,2015
Kosovo,Central and Eastern Europe,69,5.589,5.53882,5.63918,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2.76579,2015
Turkmenistan,Central and Eastern Europe,70,5.548,5.50625,5.58975,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,1.86984,2015
Mauritius,Sub-Saharan Africa,71,5.477,5.40503,5.54897,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145,2015
Hong Kong,Eastern Asia,72,5.474,5.42349,5.52451,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,0.65429,2015
Estonia,Central and Eastern Europe,73,5.429,5.38887,5.46913,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782,2015
Indonesia,Southeastern Asia,74,5.399,5.37304,5.42496,0.82827,1.08708,0.63793,0.46611,0,0.51535,1.86399,2015
Vietnam,Southeastern Asia,75,5.36,5.32893,5.39107,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686,2.20173,2015
Turkey,Middle East and Northern Africa,76,5.332,5.29336,5.37064,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,2015
Kyrgyzstan,Central and Eastern Europe,77,5.286,5.24777,5.32423,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327,2015
Nigeria,Sub-Saharan Africa,78,5.268,5.22608,5.30992,0.65435,0.90432,0.16007,0.34334,0.0403,0.27233,2.89319,2015
Bhutan,Southern Asia,79,5.253,5.22075,5.28525,0.77042,1.10395,0.57407,0.53206,0.15445,0.47998,1.63794,2015
Azerbaijan,Central and Eastern Europe,80,5.212,5.17837,5.24563,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,2015
Pakistan,Southern Asia,81,5.194,5.15674,5.23126,0.59543,0.41411,0.51466,0.12102,0.10464,0.33671,3.10709,2015
Jordan,Middle East and Northern Africa,82,5.192,5.14676,5.23724,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996,2015
Montenegro,Central and Eastern Europe,82,5.192,5.13965,5.24435,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,2015
China,Eastern Asia,84,5.14,5.11576,5.16424,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185,1.8604,2015
Zambia,Sub-Saharan Africa,85,5.129,5.05912,5.19888,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,2.6343,2015
Romania,Central and Eastern Europe,86,5.124,5.05793,5.19007,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748,1.93129,2015
Serbia,Central and Eastern Europe,87,5.123,5.07436,5.17164,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025,2015
Portugal,Western Europe,88,5.102,5.05398,5.15002,1.15991,1.13935,0.87519,0.51469,0.01078,0.13719,1.26462,2015
Latvia,Central and Eastern Europe,89,5.098,5.0516,5.1444,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215,2015
Philippines,Southeastern Asia,90,5.073,5.02366,5.12234,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,2015
Somaliland region,Sub-Saharan Africa,91,5.057,4.99539,5.11861,0.18847,0.95152,0.43873,0.46582,0.39928,0.50318,2.11032,2015
Morocco,Middle East and Northern Africa,92,5.013,4.9788,5.0472,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2.45373,2015
Macedonia,Central and Eastern Europe,93,5.007,4.95324,5.06076,0.91851,1.00232,0.73545,0.33457,0.05327,0.22359,1.73933,2015
Mozambique,Sub-Saharan Africa,94,4.971,4.89204,5.04996,0.08308,1.02626,0.09131,0.34037,0.15603,0.22269,3.05137,2015
Albania,Central and Eastern Europe,95,4.959,4.90887,5.00913,0.87867,0.80434,0.81325,0.35733,0.06413,0.14272,1.89894,2015
Bosnia and Herzegovina,Central and Eastern Europe,96,4.949,4.87987,5.01813,0.83223,0.91916,0.79081,0.09245,0.00227,0.24808,2.06367,2015
Lesotho,Sub-Saharan Africa,97,4.898,4.80362,4.99238,0.37545,1.04103,0.07612,0.31767,0.12504,0.16388,2.79832,2015
Dominican Republic,Latin America and Caribbean,98,4.885,4.81054,4.95946,0.89537,1.17202,0.66825,0.57672,0.14234,0.21684,1.21305,2015
Laos,Southeastern Asia,99,4.876,4.80902,4.94298,0.59066,0.73803,0.54909,0.59591,0.24249,0.42192,1.73799,2015
Mongolia,Eastern Asia,100,4.874,4.84087,4.90713,0.82819,1.3006,0.60268,0.43626,0.02666,0.3323,1.34759,2015
Swaziland,Sub-Saharan Africa,101,4.867,4.77958,4.95442,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259,2.48676,2015
Greece,Western Europe,102,4.857,4.80638,4.90762,1.15406,0.92933,0.88213,0.07699,0.01397,0,1.80101,2015
Lebanon,Middle East and Northern Africa,103,4.839,4.79563,4.88237,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059,2015
Hungary,Central and Eastern Europe,104,4.8,4.73893,4.86107,1.12094,1.20215,0.75905,0.32112,0.02758,0.128,1.24074,2015
Honduras,Latin America and Caribbean,105,4.788,4.73152,4.84448,0.59532,0.95348,0.6951,0.40148,0.06825,0.23027,1.84408,2015
Tajikistan,Central and Eastern Europe,106,4.786,4.75402,4.81798,0.39047,0.85563,0.57379,0.47216,0.15072,0.22974,2.11399,2015
Tunisia,Middle East and Northern Africa,107,4.739,4.70311,4.77489,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,2015
Palestinian Territories,Middle East and Northern Africa,108,4.715,4.67106,4.75894,0.59867,0.92558,0.66015,0.24499,0.12905,0.11251,2.04384,2015
Bangladesh,Southern Asia,109,4.694,4.66323,4.72477,0.39753,0.43106,0.60164,0.4082,0.12569,0.21222,2.51767,2015
Iran,Middle East and Northern Africa,110,4.686,4.64151,4.73049,1.0088,0.54447,0.69805,0.30033,0.05863,0.38086,1.6944,2015
Ukraine,Central and Eastern Europe,111,4.681,4.63688,4.72512,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,2015
Iraq,Middle East and Northern Africa,112,4.677,4.62468,4.72932,0.98549,0.81889,0.60237,0,0.13788,0.17922,1.95335,2015
South Africa,Sub-Saharan Africa,113,4.642,4.59615,4.68785,0.92049,1.18468,0.27688,0.33207,0.08884,0.11973,1.71956,2015
Ghana,Sub-Saharan Africa,114,4.633,4.58558,4.68042,0.54558,0.67954,0.40132,0.42342,0.04355,0.23087,2.30919,2015
Zimbabwe,Sub-Saharan Africa,115,4.61,4.5671,4.6529,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,2.44191,2015
Liberia,Sub-Saharan Africa,116,4.571,4.46032,4.68168,0.0712,0.78968,0.34201,0.28531,0.06232,0.24362,2.77729,2015
India,Southern Asia,117,4.565,4.54457,4.58543,0.64499,0.38174,0.51529,0.39786,0.08492,0.26475,2.27513,2015
Sudan,Sub-Saharan Africa,118,4.55,4.4826,4.6174,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857,2015
Haiti,Latin America and Caribbean,119,4.518,4.44469,4.59131,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2.24173,2015
Congo (Kinshasa),Sub-Saharan Africa,120,4.517,4.4802,4.5538,0,1.0012,0.09806,0.22605,0.07625,0.24834,2.86712,2015
Nepal,Southern Asia,121,4.514,4.47793,4.55007,0.35997,0.86449,0.56874,0.38282,0.05907,0.32296,1.95637,2015
Ethiopia,Sub-Saharan Africa,122,4.512,4.4742,4.5498,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,2015
Sierra Leone,Sub-Saharan Africa,123,4.507,4.43632,4.57768,0.33024,0.95571,0,0.4084,0.08786,0.21488,2.51009,2015
Mauritania,Sub-Saharan Africa,124,4.436,4.39653,4.47547,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,2.11773,2015
Kenya,Sub-Saharan Africa,125,4.419,4.37166,4.46634,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,2015
Djibouti,Sub-Saharan Africa,126,4.369,4.28804,4.44996,0.44025,0.59207,0.36291,0.46074,0.28105,0.18093,2.05125,2015
Armenia,Central and Eastern Europe,127,4.35,4.30237,4.39763,0.76821,0.77711,0.7299,0.19847,0.039,0.07855,1.75873,2015
Botswana,Sub-Saharan Africa,128,4.332,4.28266,4.38134,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,1.46181,2015
Myanmar,Southeastern Asia,129,4.307,4.26349,4.35051,0.27108,0.70905,0.48246,0.44017,0.19034,0.79588,1.41805,2015
Georgia,Central and Eastern Europe,130,4.297,4.25479,4.33921,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541,2015
Malawi,Sub-Saharan Africa,131,4.292,4.2307,4.3533,0.01604,0.41134,0.22562,0.43054,0.06977,0.33128,2.80791,2015
Sri Lanka,Southern Asia,132,4.271,4.23349,4.30851,0.83524,1.01905,0.70806,0.53726,0.09179,0.40828,0.67108,2015
Cameroon,Sub-Saharan Africa,133,4.252,4.20522,4.29878,0.4225,0.88767,0.23402,0.49309,0.05786,0.20618,1.95071,2015
Bulgaria,Central and Eastern Europe,134,4.218,4.16972,4.26628,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,2015
Egypt,Middle East and Northern Africa,135,4.194,4.1614,4.2266,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,2015
Yemen,Middle East and Northern Africa,136,4.077,4.03333,4.12067,0.54649,0.68093,0.40064,0.35571,0.07854,0.09131,1.92313,2015
Angola,Sub-Saharan Africa,137,4.033,3.98542,4.08058,0.75778,0.8604,0.16683,0.10384,0.07122,0.12344,1.94939,2015
Mali,Sub-Saharan Africa,138,3.995,3.93898,4.05102,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,1.79293,2015
Congo (Brazzaville),Sub-Saharan Africa,139,3.989,3.92218,4.05582,0.67866,0.6629,0.31051,0.41466,0.11686,0.12388,1.68135,2015
Comoros,Sub-Saharan Africa,140,3.956,3.90803,4.00397,0.23906,0.79273,0.36315,0.22917,0.199,0.17441,1.95812,2015
Uganda,Sub-Saharan Africa,141,3.931,3.88783,3.97417,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,1.42766,2015
Senegal,Sub-Saharan Africa,142,3.904,3.86792,3.94008,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843,1.44395,2015
Gabon,Sub-Saharan Africa,143,3.896,3.85053,3.94147,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822,0.99895,2015
Niger,Sub-Saharan Africa,144,3.845,3.80898,3.88102,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387,1.87877,2015
Cambodia,Southeastern Asia,145,3.819,3.76831,3.86969,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,2015
Tanzania,Sub-Saharan Africa,146,3.781,3.73039,3.83161,0.2852,1.00268,0.38215,0.32878,0.05747,0.34377,1.38079,2015
Madagascar,Sub-Saharan Africa,147,3.681,3.64467,3.71733,0.20824,0.66801,0.46721,0.19184,0.08124,0.21333,1.851,2015
Central African Republic,Sub-Saharan Africa,148,3.678,3.61688,3.73912,0.0785,0,0.06699,0.48879,0.08289,0.23835,2.7223,2015
Chad,Sub-Saharan Africa,149,3.667,3.6287,3.7053,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.94296,2015
Guinea,Sub-Saharan Africa,150,3.656,3.6201,3.6919,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172,2015
Ivory Coast,Sub-Saharan Africa,151,3.655,3.60359,3.70641,0.46534,0.77115,0.15185,0.46866,0.17922,0.20165,1.41723,2015
Burkina Faso,Sub-Saharan Africa,152,3.587,3.54376,3.63024,0.25812,0.85188,0.27125,0.39493,0.12832,0.21747,1.46494,2015
Afghanistan,Southern Asia,153,3.575,3.54416,3.60584,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,1.9521,2015
Rwanda,Sub-Saharan Africa,154,3.465,3.43036,3.49964,0.22208,0.7737,0.42864,0.59201,0.55191,0.22628,0.67042,2015
Benin,Sub-Saharan Africa,155,3.34,3.30344,3.37656,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.63328,2015
Syria,Middle East and Northern Africa,156,3.006,2.95585,3.05615,0.6632,0.47489,0.72193,0.15684,0.18906,0.47179,0.32858,2015
Burundi,Sub-Saharan Africa,157,2.905,2.81842,2.99158,0.0153,0.41587,0.22396,0.1185,0.10062,0.19727,1.83302,2015
Togo,Sub-Saharan Africa,158,2.839,2.77173,2.90627,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,1.56726,2015
Norway,,1,7.537000179,7.594444821,7.479555538,1.616463184,1.53352356,0.796666503,0.6354225874,0.3159638345,0.3620122373,2.277026653,2017
Denmark,,2,7.521999836,7.581728065,7.462271607,1.482383013,1.551121593,0.7925655246,0.6260067225,0.4007700682,0.3552804887,2.313707352,2017
Iceland,,3,7.504000187,7.622030473,7.385969901,1.48063302,1.610574007,0.8335521221,0.6271626353,0.1535265595,0.4755402207,2.322715282,2017
Switzerland,,4,7.493999958,7.56177242,7.426227496,1.564979553,1.516911745,0.8581312895,0.6200705767,0.3670072854,0.2905492783,2.276716232,2017
Finland,,5,7.468999863,7.527542076,7.41045765,1.443571925,1.540246725,0.8091576695,0.6179508567,0.3826115429,0.2454827726,2.430181503,2017
Netherlands,,6,7.376999855,7.427425841,7.326573869,1.503944635,1.428939223,0.810696125,0.5853844881,0.2826618254,0.4704898298,2.294804096,2017
Canada,,7,7.315999985,7.384402835,7.247597134,1.479204416,1.481348991,0.8345576525,0.6111009121,0.2873715162,0.4355397224,2.187264442,2017
New Zealand,,8,7.31400013,7.379510442,7.248489818,1.405706048,1.548195124,0.8167597055,0.6140621305,0.3828167021,0.500005126,2.046456337,2017
Sweden,,9,7.28399992,7.344094877,7.223904962,1.494387269,1.478162169,0.8308751583,0.612924099,0.3843987286,0.3853992522,2.097537994,2017
Australia,,10,7.28399992,7.356651225,7.211348615,1.484414935,1.510041952,0.8438867927,0.6016073823,0.3011837304,0.47769925,2.065210819,2017
Israel,,11,7.212999821,7.279853256,7.146146385,1.375382423,1.376289964,0.8384039998,0.4059886038,0.08524210006,0.330082655,2.801757336,2017
Costa Rica,,12,7.078999996,7.168111666,6.989888326,1.109706283,1.416403651,0.7595092654,0.58013165,0.1001065895,0.214613229,2.898639202,2017
Austria,,13,7.006000042,7.070669812,6.941330272,1.487097263,1.459944963,0.8153284192,0.5677661896,0.2210603654,0.3164723217,2.138506413,2017
United States,,14,6.993000031,7.074656748,6.911343313,1.546259284,1.419920564,0.7742866278,0.5057405233,0.1356387883,0.3925787807,2.218113422,2017
Ireland,,15,6.977000237,7.043351668,6.910648805,1.535706639,1.558231115,0.8097826242,0.573110342,0.2983881533,0.4278583229,1.773869038,2017
Germany,,16,6.951000214,7.005381569,6.896618858,1.487923384,1.472520351,0.7989507318,0.5625113845,0.2767319381,0.33626917,2.015769958,2017
Belgium,,17,6.890999794,6.95582075,6.826178838,1.463780761,1.462312698,0.8180918694,0.5397707224,0.2513431311,0.2315033376,2.124210358,2017
Luxembourg,,18,6.862999916,6.9236861,6.802313732,1.741943598,1.457583666,0.8450894952,0.5966278911,0.318834424,0.2831809819,1.619512081,2017
United Kingdom,,19,6.714000225,6.783791761,6.644208689,1.44163394,1.49646008,0.8053359389,0.5081900358,0.2654280663,0.4927741587,1.704143524,2017
Chile,,20,6.65199995,6.73925056,6.564749341,1.25278461,1.284024954,0.8194797039,0.3768952787,0.08228798211,0.3266624212,2.509585857,2017
United Arab Emirates,,21,6.647999763,6.722047304,6.573952223,1.626343369,1.266410232,0.7267982364,0.6083452702,0.3244895637,0.3609419465,1.734703541,2017
Brazil,,22,6.635000229,6.725469502,6.544530956,1.10735321,1.431306005,0.6165523529,0.4374537468,0.1110927612,0.1623498946,2.769267082,2017
Czech Republic,,23,6.609000206,6.683862463,6.534137949,1.352682352,1.433885217,0.7544440031,0.4909461737,0.0368729271,0.08810675889,2.451861858,2017
Argentina,,24,6.598999977,6.690085086,6.507914868,1.185295463,1.440451145,0.6951370835,0.4945192039,0.05973988771,0.1094570607,2.614005327,2017
Mexico,,25,6.578000069,6.671148908,6.48485123,1.153183818,1.21086216,0.7099789977,0.4127300084,0.1327741146,0.1209904328,2.837154865,2017
Singapore,,26,6.572000027,6.636723069,6.507276984,1.69227767,1.353814363,0.9494923949,0.5498405695,0.464307785,0.3459659815,1.216362,2017
Malta,,27,6.52699995,6.598396773,6.455603128,1.343279839,1.488411665,0.8219442368,0.5887670517,0.1530660689,0.5747305751,1.556862831,2017
Uruguay,,28,6.453999996,6.545906218,6.362093775,1.217559695,1.412227869,0.7192168236,0.5793922544,0.1780618727,0.1750969291,2.172409534,2017
Guatemala,,29,6.453999996,6.566873973,6.34112602,0.872001946,1.255585194,0.5402399898,0.5313106179,0.07722327858,0.2834883928,2.893891096,2017
Panama,,30,6.452000141,6.557130716,6.346869566,1.233748436,1.373192549,0.7061561346,0.550026834,0.07098392397,0.2105569392,2.307199955,2017
France,,31,6.441999912,6.515767802,6.368232022,1.430923462,1.387776852,0.8444658518,0.4702221155,0.1725024283,0.1297623068,2.005954742,2017
Thailand,,32,6.423999786,6.509116856,6.338882717,1.127868772,1.425792456,0.6472390294,0.5802007318,0.03161273524,0.5721231103,2.039508343,2017
Taiwan Province of China,,33,6.421999931,6.494596022,6.349403841,1.433626533,1.384565353,0.7939842343,0.3614665866,0.06382923573,0.2583604753,2.126607418,2017
Spain,,34,6.402999878,6.471054845,6.334944911,1.384397864,1.532090902,0.8889605999,0.4087812304,0.07091409713,0.1901335716,1.92775774,2017
Qatar,,35,6.375,6.568476814,6.181523186,1.870765686,1.27429688,0.7100980878,0.6041309834,0.4392992556,0.33047387,1.14546442,2017
Colombia,,36,6.356999874,6.452020054,6.261979694,1.070622325,1.402182937,0.5950279236,0.4774874151,0.04666874185,0.149014473,2.616068125,2017
Saudi Arabia,,37,6.343999863,6.444166612,6.243833113,1.530623555,1.286677599,0.5901483297,0.4497505724,0.2734322548,0.1476160139,2.065429688,2017
Trinidad and Tobago,,38,6.168000221,6.381533891,5.954466552,1.361355901,1.380228519,0.5199832916,0.518630743,0.008964816108,0.3252964616,2.053247452,2017
Kuwait,,39,6.105000019,6.191956989,6.018043049,1.632952452,1.259698749,0.6321057081,0.4963375926,0.2151595503,0.2282897979,1.640425205,2017
Slovakia,,40,6.09800005,6.177348412,6.018651687,1.325393558,1.505059242,0.7127329111,0.2958174646,0.02421085164,0.1365444809,2.097776651,2017
